date,username,photos_for_review,rating,text_review,user_location,user_friends_count,user_reviews_count,user_total_image_posted,is_real_review
1/2/2010,Dirk C.,-1,4.0,"What you see is what you get at Lakewood.  It's a very old building next to a shooting range.  I've lived in a lot of apartments and this one really isn't that bad.  The rent is cheap and the owner does not give rent increases to tenants who have been here the longest; some have been paying the same amount for the past 10-30 years.
Someone else mentioned asbestos.  Most apartments do have asbestos.  I moved to Lakewood from a brand new luxury apartment that had tons.  It's not really avoidable, so try not to be put off by that.  
As for size, the apartments range from very small to very large.  Almost every unit is completely different from one building to the next.  My one-bedroom is roughly 800sq feet, but I almost got stuck in one that was much smaller.  Wish I could've gotten the bigger one : )
I agree that the recent elevator problems suck, but that's the same for most apt. buildings.  I also agree that the laundry rooms were pretty awful, but  have recently been updated.   And some rooms are just nicer/cleaner than others.
I like being within walking distance to the beach and that the mall/grocery store is nearby.  I also like the fact the the gym has an actual locker room and there's an on-site dry cleaning business.   Management gets on my nerves sometimes, but they are much more flexible/helpful than most other property managers.
My biggest complaint about Lakewood is the narrow parking garage spaces.  After I get into my stall, I can't even open my passenger side door and if my neighbor parks too far over, it's hard to get out of the driver's side.  The shooting range kinda sucks, but if you work during the daytime, you won't notice much.  At night it's pretty quiet around here due to seclusion between the golf courses.  My unit is insanely quiet.  I almost never hear my neighbors, but I've heard that some units are very noisy and it probably depends on which building you live in.  They were all built at different times and some might be more soundproof than others.","San Francisco, CA",0,1,N/A,0
6/21/2021,Krishna B.,-1,5.0,Amazing apartment with reasonable price . Very good environment. I am glad i got to know through my friend.,"San Francisco, CA",0,1,N/A,0
6/21/2021,Deepak D.,-1,5.0,"Really good apartment complex!
Would definitely recommend it to my friends and family","Daly City, CA",0,1,N/A,0
2/3/2021,Patricia F.,-1,5.0,"Vanessa was very helpful in giving me information on the apartments and locating exactly what i wanted.  
The ground were nice and i love the location.  I can walk to everything i need.","San Francisco, CA",0,1,N/A,0
1/23/2021,Lisa Q.,-1,5.0,Beautiful place and staff here are very helpful and friendly!,"San Francisco, CA",0,1,N/A,0
1/20/2021,Ernesto M.,-1,5.0,very beautiful apartments with a nice lake view.  perfect for those who like to appreciate the beauty of nature.  and the apartments are perfect very well located outside the city.  .  very cool,"San Francisco, CA",0,1,N/A,0
6/15/2019,Aamir A.,-1,5.0,Woohoo! As good as it gets! I loved it!,"Evergreen, CO",0,1,N/A,0
6/13/2019,Ji L.,-1,5.0,"Looks awesome!!! Thank you!!
I am so excited!!
It will be a great year to live in this apartment","Walnut Creek, CA",33,1,N/A,0
5/8/2017,B W.,-1,5.0,"Management is honest, helpful and very first class.  After an unfortunate break in of our car while we were across country from home - we lost many things of monetary and more importantly personal value.  Management found one the discarded bags on their property (that still contained things of value to us) and investigated the contents, found a phone number for my son's school - called the school and reunited us with what was left.  I am very VERY appreciative of their efforts.  Many thanks Lakewood!!!!","Virginia, MN",0,1,N/A,0
6/10/2013,Lakewood A.,-1,5.0,"Reviews good or bad are subjective and at Lakewood we welcome our residents to call us to give us their feedback! We are open 7 days a week from 9am to 6pm. We welcome all comments, suggestions, and critiques as addressing them helps us to become the best apartment community and management office we can be! Check out our website at lakewoodatlakemerced.com","San Francisco, CA",19,9,9,0
10/9/2018,Jackson R.,-1,2.0,"The Apartment itself is very nice, the upkeep is great and has an awesome pet wash! However the staffing could be improved. There are some conversations that I over heard between management that residents paying a pretty penny to live here should be subjected to hearing. I had a conversation with a young woman a couple weeks ago, Lena I want to say her name is, and she comes off very intitled and snobbish. I will not be addressing her in the future and I suggest you dont either. Also a gentleman by the name of Mark was just thee rudest, I attempted to talk about issue I was having and he must have interupted me 5 times and I was unable to get a word in. I gave up and walked away. Other then these 2 people my stay thus far has been well. I appreciate the roof top and dog wash.

Respectfully yours,
Anonymous resident","San Francisco, CA",0,1,N/A,0
4/28/2018,Ashton J.,-1,2.0,"The apartment community was great at first and as more tenants started moving in, it went from great to crap in a matter of months. A lot of 20-somethings in the building (who most likely share a 2 or 3-bedroom with 3 or 4 others) have no regard for other tenants and are often loud/obnoxious. The building has a strict ""no smoking"" policy (and this is clearly stated in the lease agreement) but we've seen people smoking (including marijuana) on the rooftop deck and on their patios on 1st floor. And the building staff/management have done nothing about it. On one particular occasion, some tenants smoked marijuana in an apartment, and a few folks got in to a heated argument which was reported by a neighbor and needless to say the cops showed up to address the situation. The entire floor was filled with smoke and smelled of marijuana! Some tenants basically treat the common space, especially the lounge on the second floor, as their living room. They hog the common space/amenities and basically hang out all day and all evening in the lounge preventing other tenants from being able to use this space.","San Francisco, CA",0,1,N/A,0
3/26/2019,Yussef K.,-1,4.0,"I've been living in this property for over a year now and have nothing but good things to say about it. The building is great, I love my apartment and the staff is excellent. The new team is from a new management company that took over the property, and they have diligently worked to build a community feel for the residents. If you're looking for a new place to live in downtown San Francisco, this is definitely a great option to check out.","San Francisco, CA",0,1,N/A,0
9/5/2019,Chris W.,-1,5.0,"I met with Nick and Janelle, simply put, they were amazing! They made my visit so easy and honestly really fun. I immediately felt comfortable talking with them and understanding the property as well as what's available to me as a potential resident. Would hands-down recommend them to show you around the place whether you rent or not. Also, really great apartments!","San Francisco, CA",0,2,N/A,0
6/14/2019,Rob S.,-1,5.0,"Nick, Janelle, and Ryan are a fantastic team! They get to know the residents and keep a great list of activities in the area.
The location is great, can easily walk to pretty much anything in downtown. Also super easy to get elsewhere as you can walk to Bart, Muni, and Caltrain.","San Francisco, CA",253,1,N/A,0
9/14/2017,Ruchi J.,-1,5.0,The building's great and the staff are so helpful.,"San Francisco, CA",715,1,N/A,0
11/2/2021,Alexander K.,-1,1.0,Currently live here. Place is horrible.,"San Francisco, CA",0,3,N/A,0
7/20/2019,Marina M.,-1,2.0,"Pros: The location is good, it's new construction, and close to Cal-train.
Cons: It's not actually in Dogpatch, the units are small, and it's *SUPER* expensive.","San Francisco, CA",0,5,N/A,0
8/27/2021,David A.,-1,4.0,"Great facilities & nice staff! If you ever have issues, ask for Taylor. She's always around and willing to help!","San Francisco, CA",35,2,N/A,0
8/27/2021,S T.,-1,5.0,"Do you want the best iced latte and salad?? Look no further , Taylor is the hands down best at what she does. When it comes to food and customer service she can't be stopped! Thank you for always welcoming me home.","San Francisco, CA",0,1,N/A,0
8/23/2021,Aaron G.,-1,5.0,"Taylor has hands down provided me with one of the best customer service experiences that I've had. She consistently keeps a positive attitude in any situation and is always helpful. Not only is her customer service amazing, but her delicious Latte's as well !","CA, CA",0,1,N/A,0
8/20/2021,Carly M.,-1,5.0,Taylor Mamola was exceptional. She was hard at work and still took the time to strike up a great conversation. To add on top of that the coffee was delicious!! Definitely will be going back!,"SoMa, San Francisco, CA",0,1,N/A,0
8/20/2021,Jo W.,-1,5.0,Super thrilled with the service from the front desk especially Marie. It's always nice to grab a coffee and breakfast with happy service.,"San Francisco, CA",0,1,N/A,0
5/4/2021,Susan M.,-1,5.0,I am so  They did exactly what they said they would. They were able to serviceme  for the amount much more than I expected. They are good and very caring people. Thank you all for everything! I've already recommended them to my friends.,"Lancaster, CA",0,1,N/A,0
3/8/2021,Nathan F.,-1,5.0,"I stayed here for around a year in a short-term furnished rental from Zeus Living. While Zeus was NOT great, the Landing staff were amazing and really helped our stay go smoothly even when Zeus was being problematic (like not paying the rent on the unit, causing an eviction notice to get posted on our door). Ku, Kimberly, and Marie are all amazing and went above and beyond for us multiple times. The maintenance staff were also wonderful.","San Francisco, CA",0,1,N/A,0
12/15/2020,Daniel L.,-1,5.0,The maintenance staff has been extremely helpful with various issues with the apartment since moving in.,"San Francisco, CA",0,2,N/A,0
11/20/2020,Kurt T.,-1,5.0,"We have lived at The Landing for the past 12 months and I can not express how professional and courteous ALL of the staff have been since the day we moved in. Leasing, maintenance, cleaners and front of house services go above and beyond what we could have ever have expected when moving to SF. They deal with pesky tenant complaints daily and make everyone feel welcome every time they greet them. Thanks to The Landing staff. A huge shout out to Ku, Maria, Jess and Jose. We appreciate you all very much :)","San Francisco, CA",0,1,N/A,0
10/24/2020,William Y.,-1,5.0,"The Landing has been a phenomenal place to live. What has highlighted the experience is the Resident Ambassador team of Marie, Ane and Jen. They make everyday happier & easier. Truly the easiest move-in of my life and a magical place to call home.

- Will Y","San Francisco, CA",0,2,N/A,0
9/4/2020,craig b.,-1,5.0,"Building is great, but maintenance (Angel and Luis) are especially fantastic. They went above and beyond in helping me move in, including helping install some quite optional items like a guitar mount. I could not be more pleased with their friendliness, communication, and overall generous attitude. Best maintenance I've had in several apartment buildings I've lived in...","San Francisco, CA",0,1,N/A,0
8/20/2020,Teddy F.,-1,5.0,"I lived at The Landing for over a year and had an incredible experience.  The location, building, roof, gym and amenities are all fantastic and very well kept.  The property is excellently managed and the staff goes out of their way to make you feel at home and help you in any way they can.  The area is also gorgeous and Dogpatch actually is one of the sunniest areas in downtown SF (which makes the roof deck even better).  I would highly recommend staying at The Landing to anyone interested and already have referred a few friends.","San Francisco, CA",0,1,N/A,0
6/13/2020,Tyler B.,-1,5.0,"I was one of the first residents, when The Landing opened last year. So, I'm one of the few people who've been through all stages of tenancy.  Consistently, from initial inquiry through move out, the staff performed beyond my expectations.
Ku and Kimberly are particularly expert in their respective roles exhibiting a fine attention for high and low touch handling of resident requests while maintaining an unerring professionalism.
But for the necessity of moving across country, I would remain indefinitely.","San Francisco, CA",0,1,N/A,0
5/5/2020,Joseph W.,-1,5.0,"I had the opportunity to get a guided tour for couple of units at the landing. I was impressed by the kindness of the staff. Martina was an amazing guide, highly recommend this building","San Francisco, CA",0,1,N/A,0
3/1/2020,Kurt T.,-1,5.0,"Yesterday we went on 'The Landing' Ski trip to Northstar (Lake Tahoe) and we had an amazing day. Kimberley was the Resident Ambassador that hosted the trip and she most certainly was the hostess with the mostest. She looked after everyone the whole time with snacks, drinks, movies and clear concise instructions for the day. The coach was really comfortable and it was a delight to chill on the way there and back and enjoy other residents company. I would highly recommend joining this trip next time. I hope there is another trip before the season is out. Thanks again to Kimberly and the bus driver for looking after us. It was a 5 star event","San Francisco, CA",0,3,3,0
2/8/2021,Eric V.,-1,1.0,"Horrible experience and would encourage you to avoid this company. Leasing agent Koren Alexander is a racist and classism! She treated me like garbage and dismissed me entirely. Why treat a potential resident like this? As of today she has made ZERO attempt to reconnect with me and answer my questions, even though she said ""I will get back to you"". It's been four days. You read reviews from tenants in which they outline how horrible this company is and while you hope those are isolated issues and give them a chance, only to be subjected to people like Koren Alexander. People like her, fuel the negative image for your company. I was told that many people have great experience with her. Perhaps, but imagine the countless other people she treated this way. This story serves as a beacon for those individuals who are faceless victim of her racism and classism. I hope management comes to the conclusion that one report of racism is one too many. Do what's right and regain public trust.","San Francisco, CA",0,2,N/A,0
11/24/2020,Bryan B.,-1,1.0,"Reached out to and followed up with this company quite a few times about apartment information and planning my move to SF. After about 2 weeks of having my requests and follow-ups ignored, I decided to look elsewhere.","San Francisco, CA",0,1,N/A,0
9/21/2018,Lola P.,-1,1.0,"RentSFNow posts questionable listings on Craigslist and urges you to give them your credit card number without viewing their apartments first. When you enquire about specific things they stop answering your e-mails. Do these places even exist?!

It reminds me of a Nigerian scam where they want you to wire money to Lagos.

The number one rule on Craigslist: DO NOT RENT SIGHT UNSEEN.

I strongly advise you report shady posts to make Craigslist a safer space for renters.","San Francisco, CA",0,50,3,0
"9/9/2018
Updated review",Jessica P.,-1,1.0,"If you do make the terrible mistake of renting from them and inevitably run into an issue, call the main Greentree number and ask for Joy. (And when the receptionist says she's unavailable, say you'll wait on the line until she's free. She'll magically be available!). Joy removed the $800 charge shortly after getting involved in this issue (which overall took 2 weeks, daily phone calls, countless emails, and multiple reminders of my knowledge of the charge's violation of the California Civil Code to resolve).

Oh also -- forgot to mention that their ""renovations"" are only cosmetic. Yes, you'll be able to do laundry in your unit, but do you really want to hear your neighbors have normal volume conversations, sneeze, listen to classical music while working from home, or let's say...get to know each other better ;-) because Greentree is too cheap to insulate the walls? Here's hoping you don't also rent below someone whose dog wakes up at 5am daily!","San Francisco, CA",0,8,1,0
7/24/2018,Paige P.,-1,1.0,"Terrible customer service. Unprofessional.

I have never been annoyed with a company. We rented in Jan-May of 2017 on a month to month lease. Never heard a word from ANYONE until now, a year and a half later. I got a call from a collections service this morning saying we owed $2,600 and we were on our final notice before it effects our credit.

No phone calls, no letter, no emails- NOTHING on their end to let us know about this charge.

I have been trying to talk to someone all morning to find out why we were not notified for a YEAR AND A HALF, but I've been getting the run around. ""They will call you back"" ""we'll have an answer for you"" ""accounting department doesn't have a phone number""

To be clear, I am not complaining about owing money, it's their lack of communication and incompetence that has led me to write this review. We could have paid this off a year ago, instead I'm dealing with a collections agency.","Laguna Niguel, CA",391,5,1,0
3/5/2018,David R.,-1,1.0,"I won't go into detail, but this is one of the worst property management companies in San Francisco. Them and companies alike are the exact reason gentrification is a systemic issue in the bay area.

Passing all fees to tenants and imposing inexcusable rent hikes. They will work their hardest to get every SINGLE dime they can out of you.

Edit: Some advice to RentSFNow, stop paying Yelp to have such a high rating. Your unwarranted ad spending is trickling down to your tenants.

abc7news.com/realestate/…","San Francisco, CA",0,2,N/A,0
"6/13/2016
Updated review",Joshua H.,-1,1.0,"This company is a front for Green Tree Property Management - which is known as the worst property management company in the Bay Area.

It's sad to see all these orchestrated 5 star reviews.  Check the IP","Novato, CA",168,30,1,0
4/23/2017,Alex F.,-1,4.0,"We very recently found an apartment with RentSFNow and found the process to be straightforward and largely stress-free. After making a short list of properties, we arranged a number of viewings and then made an application in the afternoon. A few days later the lease was signed by all parties. Overall this was very quick and easy. We did however have a few difficulties with the website, and had a technical error during the application process which took a few hours to resolve - causing some stress. For RentSFNow we'd give: 4/5

Mike Simpson was our letting agent and we strongly recommend him. He was professional yet laid-back, making for a good atmosphere for viewings. He was very attentive and responsive when we had questions regarding the  signing of the lease. Finally we feel he was very genuine and honest when answering our questions, giving us all the information we needed to find a place that worked well for us. Highly recommended! Rating for Mike Simpson: 5/5.

p.s. It would be great if it was possible to put international phone numbers on the online application form (it seemed to only accept US numbers). For other people moving from abroad this would be very helpful.","Berkeley, CA",0,1,N/A,0
3/5/2014,Katherine C.,-1,4.0,"It ids really hard to find a good place .
I spent almost a month . They have a good list of apartments and houses  and I would go with one of the options they showed me if my friend didn't show move to NYC and left me his apartment .","Los Angeles, CA",76,72,N/A,0
7/22/2013,Jana S.,-1,4.0,"Caitlin was fantastic!

Our apartment was a new build out for this company, so everything was brand new upon our arrival. This is good and bad.. good because it was very clean and nicely decorated, bad because there were many technical /maintenance issues during our month long stay. However, these things happen, and Caitlin was very diligent to make sure that every need was addressed. She and Nasim both took care of us, even reaching out to see if our stay was going well without prompt, and personally attending every maintenance call that was needed until the job was complete. Overall, a great alternative to hotel living and I appreciated the personal touch and kindness from this great group of ladies!","Los Angeles, CA",18,6,5,0
5/19/2021,Christopher B.,-1,5.0,"My agent Dean was super helpful for me. He was incredibly diligent in finding me a good place and really patient. For someone getting my first place on my own, he was there for me step by step and always responded to my questions in a timely fashion.","SoMa, San Francisco, CA",0,1,N/A,0
5/17/2021,Sysy Y.,-1,5.0,As a student who was getting her first appartement Dean Smith in SF was amazing... helping me through the process and all. Really Greatful.,"Warrensburg, MO",0,1,N/A,0
2/11/2021,Brett D.,-1,5.0,"Nolan Justus is amazing. He is personable, nice, and responsive. Anytime I had a question, he would get back to me in a record amount of time.  I love  RentSFNow. He took what could be a stressful and painful experience and made it outstanding and easy. Thank you Nolan.","San Francisco, CA",0,1,N/A,0
12/29/2020,Simon J.,-1,5.0,Steven Shutler made my leasing process fast and easy during the most busiest time of year. (Christmas week),"San Francisco, CA",0,1,N/A,0
8/10/2020,Rebecca S.,-1,5.0,"I have enjoyed renting from RentSFNow.  I am most grateful for Lauren, the Resident Manager for 835 Pine. She is one of the kindest and most genuine people I have ever met.  

I distinctly remember when I got the keys to my new place.  When I went inside, it felt abnormally warm.  Being that my unit was on top of the boiler room, it would always be warmer than other unit. I had a mini panic attack and she so calmly and patiently listened and helped me through that.

In addition to her being very responsive, organized, and resourceful, she has gone out of her way to support me. For example, I have been away from my apartment for an extended period of time and she has so kindly placed my mail and packages in my apartment.  She works outside hours to tend to emergency situations.  For instance, I had a leak in my sink pipe and upon reaching out, I heard back from her within 5 minutes and the technician came within 20 minutes.  We also had a plumbing/water problem in the building and she sent out an email in the evening notifying us about the water shut-off.

She is so hard-working, helpful, and dedicated to my happiness.  I want the best for her and recommend her for advancement in any position she aspires to be.  You can't teach kindness, empathy or warmth.  She already has that and she stands out.  I REALLY like her!","Newcastle, WA",0,2,N/A,0
6/17/2020,Alex B.,-1,5.0,We are moving from across the country during COVID. We found a great apartment on the RentSFNow and got in touch with Steven. He was insanely helpful in 1. getting answers to all the questions we had including videos and full floor plan 2. coordinating a FaceTime walkthru complete with videos and photos around the building and lobby 3. working with the apartment owner to get all the things we were looking for (start date and adjusted rent) and 4. moving fast. Yesterday at this time we had no meaningful progress in the apartment hunt. We just signed our lease an hour ago. Couldn't have gone better.,"San Francisco, CA",0,2,N/A,0
7/2/2019,Tahana B.,-1,5.0,"Mr. Rego was very helpful in our search for rental property in San Francisco.  I am in Dallas, TX and he took extra time to answer all of my questions and provide me information so that I can research where and when we need to rent!!!  Great customer service especially after so many people did not want to help me today!  It was so refreshing to talk to someone who really cares about their clients!!!","Waxahachie, TX",0,1,N/A,0
6/18/2019,Petra T.,-1,5.0,"I am writing a review for Nolan Justus with RentSFNow, the real estate agent who helped me find my first home in downtown San Francisco. Nolan was extremely responsive, professional and knowledgeable about the local real estate market. We found my apartment the same day we started to work together and I was approved that day! I will recommend Nolan Justus for anyone looking for rentals or potential properties to buy.
Petra T.","Jersey City, NJ",0,4,N/A,0
4/19/2019,Mj Q.,-1,5.0,"First experience with RentSFNow. I was taking the shotgun approach on craigslist when I stumbled on a listing for a property being shown by Nolan Justus. Nolan showed me around that original place, then recommended another after asking more detailed questions about what I was after. That second property ended up being ideal; he was prompt in sending the application, guiding me through the process, and getting all involved parties to complete their steps as soon as possible. Within 48 hours we went from showing to approval to executed lease. When one considers how many other people and leads he's got to follow up on, that's impressive.

Nolan is the man, work with him if you can.","San Francisco, CA",0,1,N/A,0
8/6/2018,Tony L.,-1,5.0,"Nolan from RentSFNow was able to help me find an apartment on short notice. One week from start to finish. There were a couple hiccups during the process but Nolan and manager Donna went above and beyond to make it happen. Thank you guys, job well done!","La Cañada Flintridge, CA",585,2,N/A,0
8/29/2017,Tremayne W.,-1,5.0,"My girlfriend, our 2 pups and I have rented 2 apartments through RentSFNow and both experiences have been beyond exceptional! Both times we had the pleasure of working with Mari Egan as our leasing agent. SHE. IS. AWESOME! She really made the entire process extremely smooth--all the way from the application through the actual move in. I would highly recommend going through her if she is available. Both apartment buildings have also been wonderful (only moved to be closer to work). The onsite resident managers do a great job of responding to any immediate needs or maintenance issues. If you're looking to rent in SF, this is the place to call!","San Francisco, CA",0,1,N/A,0
4/3/2017,Chris A.,-1,5.0,"I haven't moved in yet, but this review is for Kara and Kara alone.  I'll update as soon as we move in.  Moving to SF from LA can be tough.  We saw a listing on craigslist and Kara responded and showed us around.  It did not suit our needs and she could see that it wasn't what we were looking for.  We were visiting from LA without a car and she proceeded to drive me and my girlfriend all around the city and showed us about 6 more units.  We didn't ask her to do this, we didn't even suggest it.  She just did it.  It was one of the kindest gesture I've experienced.  Call, ask for Kara!","Los Angeles, CA",908,50,4,0
2/4/2017,Katherine T.,-1,5.0,"Group apartment showings left me feeling like I was one of a million people fighting for only a handful of available apartments in SF. I wish I had gone straight to Kara at RentSFNow. I'm so lucky that she and I ended up working together. She understood exactly what I wanted and was always there for me immediately over phone, text and email. Kara went out of her way to help me through the entire application process and with anything else I needed. She's a pro. Everyone should go to Kara. Now I have the apartment of my dreams and I couldn't have asked for a better experience.","San Francisco, CA",0,2,N/A,0
12/15/2016,Shannon E.,-1,5.0,"We got the apartment of our dreams through RentSFNow, with the help of Adam Savick. He was awesome! Really easy to get a hold of and a pleasure to work with! He showed us great places and was super helpful with everything! I would happily refer my friends to him and RentSFNow.

We are so happy with our place, thanks Adam!","San Francisco, CA",0,1,N/A,0
10/17/2016,A H.,-1,5.0,"I've recently stayed at a furnished apt by RentSFNow in Hayes Valley, I was very pleased with their professionalism, attention to detail, quality of the amenities, and customer care in general.  A few examples:  Dan met me on my arrival day in front of the building where he was holding a parking spot for me (in Hayes Valley there's NO place to park), making my move easy and fast.  Koren was my main point of contact, she always got back to me straight away, either answering questions or having someone on her team contact me to address any concerns I had.  I stayed at the apt for 5 months, a short-term furnished lease.  

It was a great choice of a place to stay, in a central area with my own laundry, all I had to bring were my clothes.  Rent included all utilities which made it very easy.

Shout outs to the team:

Koren Alexander Manager
Oksana Zook Leasing Agent
Karen Duran Leasing Coordinator
Dan O'Leary Leasing Coordinator
Kristy Guerra Leasing Coordinator

I'll certainly rent from them again!","Los Angeles, CA",0,8,N/A,0
8/23/2016,Xavier D.,-1,5.0,"This review is specifically regarding agent Dean Smith. As a Florida resident, I accepted a position in the SF area which will keep me in SF for about 3 years. Before arriving to SF, I started searching for apartments and was surprised at how many fraud listings there were on other apartment sites. Until I ran across RentSF Now, the agents were pleasant to speak with and followed up with me on several listings. The agent at RentSF Now took all of my information and stated a Real Estate agent would call me back, and of course Dean Smith called me back. He was pleasant to speak with and informed me of the process and made arrangements for me to see several of the apartments I was interested in. Upon arriving in SF the following week, I met with Dean at the first location and he was pleasant, cordial and inviting. He took the time to show me the benefits and features of the apartment and never was insistent on closing a sale. On each and every apartment I saw that day, he performed marvelously and went out of his way to answer many questions I had. However, at the end of the appointment time/day, I was still not convinced on the units I saw. After discussing my reservations and my requirements, Dean told me he had two other apartments in mind that would probably fit my needs. He drove me across town and showed me a unit in the Castro and a unit close to Nob Hill, and BINGO the unit close to Nob Hill was the one.
It is the dedication of such agents like Dean Smith that makes a difference for any institution. Please extend a thank you to Dean Smith and pass along my KUDOS to him, Dean Smith is a stellar and experienced agent and I am glad to have met him.","New Port Richey, FL",0,3,N/A,0
8/13/2016,Grace K.,-1,5.0,"My partner and I were very nervous about being able to find an apartment we loved on a decently low budget during a 1-day trip from Michigan to San Francisco- but Inna really delivered!! We are relocating from Ann Arbor to SF, having just graduated in May, and this is our first time moving across the country for a long-term lease. Inna was our saving grace.

She found us a BEAUTIFUL apartment that we can't wait to move in to and it gives us huge peace of mind to have that all set up already as we're packing up here in Michigan. Not only that, but she's been extremely responsive and helpful as we've had many questions about the steps we need to take before we move in. If you're able to, work with Inna! We highly recommend her.","Ann Arbor, MI",0,1,N/A,0
