name,id,description,url,price,priceInWord,cityName,addressLocality,longitude,latitude,numberOfRooms,bathroom,bedroom,floorSize,floorno,furnshingstatus,agentName,agentCompanyName,agentMaskedmobilenumber
2 BHK Flat  for Sale in   Thanisandra Main Road ,domcache_srp_56497387,"2 Bath,Semi-Furnished,8 floor RR Signature is a premium residential project by MSR Infraa, situated on Thanisandra Main Road, one of the most exciting locations in North Bangalore. Luxury Ready to Move-in apartment homes that offer you the best lifestyle experience with utmost importance given to natural ventilation, ample greenery, world class amenities, excellent space planning and premium specifications. It is just 3.6 kms from Manyata Tech Park (10-15 minutes drive) and is close to many leading schools, hospitals, shopping malls & the International Airport (20 kms).",https://www.magicbricks.com/propertyDetails/2-BHK-1371-Sq-ft-Multistorey-Apartment-FOR-Sale-Thanisandra-Main-Road-in-Bangalore&id=4d423536343937333837,8020350,80.2 Lac,Bangalore,Thanisandra Main Road,13.080247,77.633939,2,2,2,1371 FTK ,8,Semi-Furnished,MSR Infraa,,+91-91XXXXXXX07
"2 BHK Flat  for Sale in   Hoodi Circle, Hoodi ",domcache_srp_52410393,"2 Bath,Unfurnished A premium apartments, located on Hoodi Circle, ITPL, just 6 kms from Marathahalli Junction and also you have a good connectivity to KR Puram Road & Old Airport Road as well. Raja Ritz Avenue is closely located to malls like Big Bazzar, Forum Value mall, Phoenix market city, In orbit Mall, Cosmos Mall. Meet the Ultra-modern version of the Apartments. Uber-Class Layouts, Luxury Specifications, Classy exteriors, lashed with greenery and open space. Club house with Swimming Pool, Kids outdoor and indoor play area, Health Club, Party Hall, Squash Court, Table tennis, Billiards, Basket Ball, Tennis Court, Convenient FLOOR Plan designs",https://www.magicbricks.com/propertyDetails/2-BHK-1384-Sq-ft-Multistorey-Apartment-FOR-Sale-Hoodi-Circle-in-Bangalore&id=4d423532343130333933,8960000,89.6 Lac,Bangalore,"Hoodi Circle, Hoodi",12.987559,77.714133,2,2,2,1384 FTK ,,Unfurnished,Raja Housing,,+91-96XXXXXXX73
2 BHK Flat  for Sale in   whitefield ,domcache_srp_55141077,"2 Bath,Semi-Furnished Provident Capella is a standout and one of the most anticipated projects by Provident Group coming up in Whitefield, Bangalore. Provident Capella is planned to be skyscraper where it is planned to offer all the cutting edge especially inside the condo. This development is lounged across vast landscape and is going to offer immense open Space inside the venture to make inhabitant feel the nature very closely",https://www.magicbricks.com/propertyDetails/2-BHK-880-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423535313431303737,5469000,54.7 Lac,Bangalore,whitefield,12.99268,77.806015,2,2,2,880 FTK ,,Semi-Furnished,Rajesh Harish,Provident Housing Limited,+91-78XXXXXXX74
2 BHK Flat  for Sale in   Bannerghatta-Jigani Road ,domcache_srp_38169547,"2 Bath,Unfurnished Pride Sunrise ensures you are minutes away from all key conveniences of life, making it an ideal home to live and a smart investment to make. These smart homes comes with 10 years of free access to state-of-the-art Pride Clubhouse which is within  a well-designed gated community with landscaped gardens, infrastructure facilities for modern living.",https://www.magicbricks.com/propertyDetails/2-BHK-797-Sq-ft-Multistorey-Apartment-FOR-Sale-Bannerghatta-Jigani-Road-in-Bangalore&id=4d423338313639353437,3600000,36 Lac,Bangalore,Bannerghatta-Jigani Road,12.784082,77.612562,2,2,2,797 FTK ,,Unfurnished,Pride Group,,+91-72XXXXXXX21
3 BHK Flat  for Sale in   Bannerghatta Main Road ,domcache_srp_53599159,"2 Bath,Unfurnished At PARIWAR PRAGATHI you can enjoy vast 75% open spaces, as there are only 258 apartments on 4.25 acres of land, with beautiful views of the Nice Road, as well as open place on both sides of the property. PARIWAR PRAGATHI is your address and others landmark.",https://www.magicbricks.com/propertyDetails/3-BHK-1465-Sq-ft-Multistorey-Apartment-FOR-Sale-Bannerghatta-Main-Road-in-Bangalore&id=4d423533353939313539,9083000,90.8 Lac,Bangalore,Bannerghatta Main Road,12.797649,77.613045,3,2,3,1465 FTK ,,Unfurnished,Vibin  Kumar,,+91-99XXXXXXX64
2 BHK Flat  for Sale in   Chikkabanavara ,domcache_srp_52833115,"2 Bath,Unfurnished,3 floor Designed to perfection with a sense of opulence, DSMAX Sonata Nest is one of our pride possessions. In all its uniqueness and serene architecture, Sonata brings you the perfect home, the grand abode, and an unrelenting source of rejuvenation and bliss. A sophisticated conclusion of nature and amenities that make it an unmatched destination for your home.",https://www.magicbricks.com/propertyDetails/2-BHK-866-Sq-ft-Multistorey-Apartment-FOR-Sale-Chikkabanavara-in-Bangalore&id=4d423532383333313135,2857000,28.6 Lac,Bangalore,Chikkabanavara,13.076383870533745,77.50761319728086,2,2,2,866 FTK ,3,Unfurnished,DS Max Properties,DS Max Properties Pvt. Ltd.,+91-70XXXXXXX76
Studio Apartment  for Sale in   Sarjapur ,domcache_srp_53456519,"1 Bath,Unfurnished Sowparnika Projects and Infrastructure Pvt Ltd, brings to you a lifestyle with special attention to your every need. A home, close to your work place, designed for the modern and fast paced lifestyle with that extra special care that will make you want to come back home eagerly, everyday.",https://www.magicbricks.com/propertyDetails/381-Sq-ft-Studio-Apartment-FOR-Sale-Sarjapur-in-Bangalore&id=4d423533343536353139,2040000,20.4 Lac,Bangalore,Sarjapur,12.855041,77.785083,,1,,381 FTK ,,Unfurnished,Parnika,Sowparnika Projects & Infrastructure Pvt. Ltd.,+91-96XXXXXXX03
2 BHK Flat  for Sale in   whitefield ,domcache_srp_54317979,"2 Bath,Unfurnished Just 5 minutes drive away from ITPL & major IT companies, ELV KINGSLAND is a meticulously crafted, designed and constructed modern architectural marvel in a 2.5-acre land. While just 25% of it constructed for housing, remaining 75% is carefully curated and kept interesting for the residents to enjoy a full life at ELV Kingsland.",https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423534333137393739,8050000,80.5 Lac,Bangalore,whitefield,12.9680475,77.739097,2,2,2,1250 FTK ,,Unfurnished,Vivek ,ELV Projects Private Limited,+91-96XXXXXXX38
3 BHK Villa for Sale in Devanahalli,domcache_srp_55754541,"2 Bath,Unfurnished As a great property located in a promising region of the city, Ambika Arcade is a property you can look forward to. Make sure you get your hands on this property by dialing our number right away.",https://www.magicbricks.com/propertyDetails/3-BHK-1260-Sq-ft-Villa-FOR-Sale-Devanahalli-in-Bangalore&id=4d423535373534353431,7500780,75 Lac,Bangalore,Devanahalli,13.242081,77.7135224,3,2,3,1260 FTK ,,Unfurnished,Ambika Lake View,,+91-96XXXXXXX00
2 BHK Flat  for Sale in   Hennur Main Road ,domcache_srp_50913666,"2 Bath,Semi-Furnished Multistory Apartment is available for sale which is located in Hennur Main Road. ",https://www.magicbricks.com/propertyDetails/2-BHK-1341-Sq-ft-Multistorey-Apartment-FOR-Sale-Hennur-Main-Road-in-Bangalore&id=4d423530393133363636,10900000,1.09 Cr,Bangalore,Hennur Main Road,13.0231661,77.6309661,2,2,2,1341 FTK ,,Semi-Furnished,Puravankara ,Puravankara Projects Limited,+91-63XXXXXXX81
"2 BHK Flat  for Sale in   Kaggadasapura, Indira nagar ",domcache_srp_52810541,"2 Bath,Furnished,4 floor Home is deepest desires with valued features, Welcome to Mathapathi Brundaavan Apartment which is comfortably nestled in the heart of two worlds old and new Bangalore, offering a diverse living experience completely at your fingertips, enjoying all the qualities of full-fledged apartments, While being superbly supported by an additional strong network of immediately accessible amenities, such as like transport links, traditional and new culinary experiences, Top notch Schools, as well as recreational leisure and lifestyle abundance. ",https://www.magicbricks.com/propertyDetails/2-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Sale-Kaggadasapura-in-Bangalore&id=4d423532383130353431,7787400,77.9 Lac,Bangalore,"Kaggadasapura, Indira nagar",12.974595,77.6713894,2,2,2,1260 FTK ,4,Furnished,Mathapathi,Mathapathi Constructions,+91-98XXXXXXX90
"3 BHK Flat  for Sale in   Bellandur, Outer Ring Road ",domcache_srp_57136303,"3 Bath,Unfurnished VARS Parkwood is nestled in a 2.5 acre swathe of landscaped land, just off Sarjapur Road and Outer Ring Road. Down the road from IT majors, business parks and large infra companies, VARS Parkwood is ideally situated for a family with varied needs offices and shopping are close by, as are premier schools, large hospitals and popular restaurants. The project is home to 220 upscale apartments, in luxurious 2 & 3 bedroom options. Designed thoughtfully, these homes do not share common walls with their neighbours, so residents enjoy the rare luxury of privacy.",https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-Bellandur-in-Bangalore&id=4d423537313336333033,10141250,1.01 Cr,Bangalore,"Bellandur, Outer Ring Road",12.932279,77.6748335,3,3,3,1650 FTK ,,Unfurnished,VARS Builders,VARS Builders Pvt. Ltd,+91-99XXXXXXX00
1 BHK Flat  for Sale in   Hebbal ,domcache_srp_57251351,"1 Bath,Unfurnished An insightful location, a coveted address and magnificant lake surroundings weave their magic on this luxury residence known as Glen Gate.With eclectic residential designs, acres of greenery, intelligent conveniences along with the signature House of Hiranandani architecture and assured quality, the best pieces of life come together at Glen Gate.Homes that are close to work and all social amenities, helping one strike a healthy balance between work and play in Hebbal.",https://www.magicbricks.com/propertyDetails/1-BHK-465-Sq-ft-Multistorey-Apartment-FOR-Sale-Hebbal-in-Bangalore&id=4d423537323531333531,5800000,58 Lac,Bangalore,Hebbal,13.0349961,77.5981732,1,1,1,,,Unfurnished,Deepika  Wadekar,SSV Technologies,+91-91XXXXXXX14
2 BHK Flat  for Sale in   Kadubeesanahalli ,domcache_srp_47073511,"2 Bath,Unfurnished A Home Where Everything is a Blessing. A premium gated residential cluster of 232 luxury apartments spread over a pristinely manicured ground, Bhuvi by Amsha offers varying sizes of homes across an elegant high rise 8 blocks of 8 floors each. It's a home that you'll be proud to call yours. Topped with excellent facilities, ample parking space and an expensive clubhouse, Bhuvi is a unique blend of contemporary architecture and Vaastu compliance.",https://www.magicbricks.com/propertyDetails/2-BHK-1366-Sq-ft-Multistorey-Apartment-FOR-Sale-Kadubeesanahalli-in-Bangalore&id=4d423437303733353131,10900000,1.09 Cr,Bangalore,Kadubeesanahalli,12.9398275,77.6951805,2,2,2,1366 FTK ,,Unfurnished,Babu,Amsha Ventures,+91-63XXXXXXX27
2 BHK Flat  for Sale in   Hennur Main Road ,domcache_srp_54299753,"2 Bath,Unfurnished Pride Pegasus ensure a close-knit community of chosen few thereby enhancing quality of life with like-minded neighbors giving you a secure and safe environment and above all a happy community for your loved ones. The state-of-the-art amenities like the Clubhouse, Landscaped Areas and all the sporting facilities are designed for the chosen few, giving chance for all to use & have fun.",https://www.magicbricks.com/propertyDetails/2-BHK-1203-Sq-ft-Multistorey-Apartment-FOR-Sale-Hennur-Main-Road-in-Bangalore&id=4d423534323939373533,7600000,76 Lac,Bangalore,Hennur Main Road,13.0231661,77.6309661,2,2,2,1203 FTK ,,Unfurnished,Pride Group,,+91-72XXXXXXX21
3 BHK Flat  for Sale in   K R Puram ,domcache_srp_43494969,"3 Bath,Unfurnished Go the way you always wanted to. Simply why we have designed this new project, tall, fair and square.True to every sense of the word, Green Hills is a tribute to the refined tastes and choices you make in life. Just like you don't settle for the ordinary or the run of the mill, at Green Hills, we go to any extent to make your living worthy of the stature you enjoy. Green Hills provides you dedicated green zones, all set to harmonize your way of life with nature.Unmatched living experience comes as a built-in amenity, you may consider everything else as bonus bounties.",https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-K-R-Puram-in-Bangalore&id=4d423433343934393639,8500000,85 Lac,Bangalore,K R Puram,13.038818,77.707011,3,3,3,1700 FTK ,,Unfurnished,Arsis ,,+91-91XXXXXXX58
3 BHK Flat  for Sale in   Vidyaranyapura ,domcache_srp_56053855,"3 Bath,Unfurnished Once in a way, a life changing opportunity comes our way, which changes the entire course of our journey!! Presenting Sashank Aadya...it's more than just a new home. It's a space waiting to create memories for you and your family. A haven where the lifestyle you always aspired for is waiting to be accepted and a retreat where you can relax. Look no further. Every nook and corner has been creatively addressed. The harmonious plan is engaging as well as enlivening. While much thought has been given to freedom of space, the independent two side ventilation apartments exude an easy-going sense of style. Located in the most happening suburb of Vidyaranyapura, Sashank Aadya is in close proximity of all daily destinations like work places, educational institutions.This well planned enclave brings to the forefront, the importance of a family - friendly community living, while offering spacious internal areas and beautiful views outside. Its attractive facade invites admiring glances.",https://www.magicbricks.com/propertyDetails/3-BHK-1625-Sq-ft-Multistorey-Apartment-FOR-Sale-Vidyaranyapura-in-Bangalore&id=4d423536303533383535,6175000,61.8 Lac,Bangalore,Vidyaranyapura,13.0838532,77.5529165,3,3,3,1625 FTK ,,Unfurnished,Sashank ,Sashank Constructions,+91-98XXXXXXX11
2 BHK Flat  for Sale in   Horamavu ,domcache_srp_49416389,"2 Bath,Semi-Furnished,4 floor The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living.",https://www.magicbricks.com/propertyDetails/2-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Horamavu-in-Bangalore&id=4d423439343136333839,6370000,63.7 Lac,Bangalore,Horamavu,13.034965,77.648047,2,2,2,1300 FTK ,4,Semi-Furnished,Ganesh ,,+91-96XXXXXXX77
2 BHK Flat  for Sale in   Kanakapura Road ,domcache_srp_57101869,"2 Bath,Unfurnished Brigade Meadows Plumeria offers facilities such as Gymnasium and Lift. It also has amenities like Badminton court, Basketball court, Golf course, Jogging track, Lawn tennis court and Swimming pool. The project has indoor activities such as Pool table. It also offers services like Garbage disposal. It also offers Car parking. The project is spread over a total area of 3.92 acres of land. It has 65% of open space. ",https://www.magicbricks.com/propertyDetails/2-BHK-Multistorey-Apartment-FOR-Sale-Kanakapura-Road-in-Bangalore&id=4d423537313031383639,7000000,70 Lac,Bangalore,Kanakapura Road,12.746104,77.487602,2,2,2,,,Unfurnished,Jayanth ,,+91-93XXXXXXX55
2 BHK Flat  for Sale in   whitefield ,domcache_srp_57247095,"2 Bath,Unfurnished,4 floor It offers spacious and skillfully designed Apartments at very affordable prices. Sree Sai Sunshine comprises of dedicated wardrobe niches in every room, branded bathroom fittings, space efficient kitchen and a large living space. Proper ventilation is there in every corner of the house.",https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423537323437303935,6000000,60 Lac,Bangalore,whitefield,12.9680475,77.739097,2,2,2,1200 FTK ,4,Unfurnished,Guru,,+91-89XXXXXXX88
2 BHK Flat  for Sale in   Varthur ,domcache_srp_55350497,"2 Bath,Unfurnished Candeur signature is emerging as the hub for luxurious living, sprawled across 11.5 acres in Varthur. 1BHK, 2BHK, 2.5BHK and 3BHK ultra modern apartments enjoy opulence to be the best and most coveted address in Bangalore.",https://www.magicbricks.com/propertyDetails/2-BHK-1140-Sq-ft-Multistorey-Apartment-FOR-Sale-Varthur-in-Bangalore&id=4d423535333530343937,7143990,71.4 Lac,Bangalore,Varthur,12.931589,77.743377,2,2,2,1140 FTK ,,Unfurnished,Mallik  Arjun,Candeur constructions,+91-81XXXXXXX59
2 BHK Flat  for Sale in   Sarjapur ,domcache_srp_55776287,"1 Bath,Unfurnished,4 floor The project is planned in the affordable - luxury housing segment targeting entry- level home buyers mainly from the IT sector of Bangalore. The proposed project is located at Sompura village, off Sarjapur road, close to major IT settings, and is located about half an hour's drive from Electronics City, Whitefield and Outer Ring Road.The proposed residential project is located at the IT hub of Bangalore. It has proximity to major IT facilities, the best international schools and other employment opportunities.",https://www.magicbricks.com/propertyDetails/2-BHK-977-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-in-Bangalore&id=4d423535373736323837,3870567,38.7 Lac,Bangalore,Sarjapur,12.869715,77.772822,2,1,2,977 FTK ,4,Unfurnished,Naveen  Kumar,Signature Dwellings Private Limited,+91-70XXXXXXX85
2 BHK Flat  for Sale in   Singapura ,domcache_srp_30894205,"2 Bath,Unfurnished,5 floor We understand the value of your hard-earned money. We know the hard work you put in to fulfill your familys dreams. We realize how difficult it is to give up your familiar surroundings and venture into a whole new territory. And yes, we feel you deserve more, much more. Thats why we bring you smr vinay estella - a perfect balance of location, design, comfort and affordability. To experience a perfectly balanced lifestyle, heres where you should be.",https://www.magicbricks.com/propertyDetails/2-BHK-1305-Sq-ft-Multistorey-Apartment-FOR-Sale-Singapura-in-Bangalore&id=4d423330383934323035,7400000,74 Lac,Bangalore,Singapura,13.084092,77.541327,2,2,2,1305 FTK ,5,Unfurnished,Rakesh SV,SMR Holdings Pvt. Ltd.,+91-70XXXXXXX62
3 BHK Flat  for Sale in   Marathahalli ,domcache_srp_56317387,"3 Bath,Unfurnished Located Opp to Prestige Tech Park (Marathalli Outer Ring Road) In 1.15 Acers, 72 ultra lauxurious corner units with 270 Degree open space.layouts with terrace Gardens. Ground floor Indoor Gardens. No common walls and column off-sets, 500Mts from Marathalli ORR.For Terrace Area 3000/- SQFT extra",https://www.magicbricks.com/propertyDetails/3-BHK-1706-Sq-ft-Multistorey-Apartment-FOR-Sale-Marathahalli-in-Bangalore&id=4d423536333137333837,13750360,1.37 Cr,Bangalore,Marathahalli,12.9579717,77.6914752,3,3,3,1706 FTK ,,Unfurnished,Abhilash ,Excel Stone Developers,+91-90XXXXXXX22
"3 BHK Flat  for Sale in   Chikkajala, Bangalore-Hyderabad Hwy ",domcache_srp_52925571,"2 Bath,Unfurnished Far from the madding crowd, a miracle rises in the green and blue environs near Bangalore Airport. It's where luxury meets convenience, connectivity meets solitude, birdsong meets Beatles. It's where you are invited to find your new home - and yourself.",https://www.magicbricks.com/propertyDetails/3-BHK-1520-Sq-ft-Multistorey-Apartment-FOR-Sale-Chikkajala-in-Bangalore&id=4d423532393235353731,7934400,79.3 Lac,Bangalore,"Chikkajala, Bangalore-Hyderabad Hwy",13.162415,77.628261,3,2,3,1520 FTK ,,Unfurnished,SMR BLUE VALLEY,SMR BLUE VALLEY PROJECTC PVT LTD,+91-77XXXXXXX46
2 BHK Flat  for Sale in   Begur ,domcache_srp_45274677,"2 Bath,Unfurnished Located at Begur in Bangalore, Rain bow Oaks is inspiring in design, stirring in luxury and enveloped by verdant surroundings. Rain bow Oaks is in troupe with many famous schools, hospitals, shopping destinations, tech parks and every civic amenity required, so that you spend less time on the road and more at home.",https://www.magicbricks.com/propertyDetails/2-BHK-806-Sq-ft-Multistorey-Apartment-FOR-Sale-Begur-in-Bangalore&id=4d423435323734363737,3980000,39.8 Lac,Bangalore,Begur,12.877316,77.6381045,2,2,2,806 FTK ,,Unfurnished,Ananth ,Rainvas Infraa,+91-96XXXXXXX09
2 BHK Flat  for Sale in   Amrutahalli ,domcache_srp_55878481,"2 Bath,Unfurnished,4 floor Trendsquares Ortus is a residential development in Amruthahalli, Bangalore. The project is built by Trendsquares Constructions. They provide skilfully designed apartment and apartments with all necessities. It is approved by Karnataka RERA.",https://www.magicbricks.com/propertyDetails/2-BHK-1163-Sq-ft-Multistorey-Apartment-FOR-Sale-Amrutahalli-in-Bangalore&id=4d423535383738343831,6861700,68.6 Lac,Bangalore,Amrutahalli,13.066361,77.603304,2,2,2,1163 FTK ,4,Unfurnished,Ortus Trendsquare,Trend Square,+91-74XXXXXXX09
2 BHK Flat  for Sale in   Rajarajeshwari Nagar ,domcache_srp_56417261,"2 Bath,Unfurnished,10 floor Aryan Opulence is spread over a much coveted area of 2.25 Acres with lower , upper basements, ground floor and 10 upper floors. We offer 187 Luxury apartments of 2 & 3 BHK with the best of contemporary amenities and Landscaping You just have to step inside to experience the spacious independent homes, designed around your aspirations. The living, dining and kitchen areas effortlessly blend into each other, making for a cozy family hub. The bedrooms too have been designed for ultimate comfort. The brief given to our design team was concise - homes need to cater to the demands of modern day living with a special touch which is hard to match. And this is exactly what is delivered !!",https://www.magicbricks.com/propertyDetails/2-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Rajarajeshwari-Nagar-in-Bangalore&id=4d423536343137323631,8552250,85.5 Lac,Bangalore,Rajarajeshwari Nagar,12.915409,77.515634,2,2,2,1350 FTK ,10,Unfurnished,Nikhil,,+91-74XXXXXXX92
