date,username,photos_for_review,rating,text_review,user_location,user_friends_count,user_reviews_count,user_total_image_posted,is_real_review
3/2/2021,Kate Z.,-1,5.0,"I really enjoyed the three and half years living here at 3700 Sepulveda. It is one of the most wonderful living experience I had in LA. The front office staff were always professional and helpful. The maintenance staff were always around and would complete my service requests within hours. Everyone staff member here are beyond friendly. The facilities were well maintained and have been upgraded several times while I was staying there. During the pandemic time, hand sanitizers and sanitizing wipes are provided in common areas, which making me feel very safe to use the facilities all the time.

The location of the apartment is super convenient with lots of great restaurants, groceries and pharmacy within walkable distance.  I would say it is the best value apartment you can get in West LA! I would highly recommend this place if you are looking to move to the westwide!","San Francisco, CA",0,2,1,0
2/16/2021,Garrett C.,-1,5.0,"The two and a half years I spent at 3700 Sepulveda was the best apartment experience I had while living in LA. While it is a somewhat older building, it has been updated very nicely, and the amenities are great! If I had planned on staying in LA, I probably would have stayed much longer! It was a pretty quiet community, never had any bug issues,  was maintained nicely, and despite the proximity to the 405, road noise was never an issue. If you're looking for a reasonably priced apartment with lots of amenities, 3700 is a great option!","Beaverton, OR",0,1,N/A,0
1/11/2021,Ben A.,-1,5.0,"Absolutely LOVED living at 3700. My wife and I lived there 3 years and we couldn't have been happier. The staff is courteous and helpful. Maintenance is the best crew I have ever experienced. The amenities are top-notch and brand new. The apartments are recently updated and have HUGE bedrooms. No bugs, no smoke issues, no mold. Could not recommend this place more if I tried.","Los Angeles, CA",0,2,N/A,0
1/4/2021,Sam D.,-1,5.0,"I have lived in this building for the past 7 years and recently moved out. This is the longest I have stayed in any one building and in those 7 years the Management and Staff have always been great.  Goker, Humberto, Manny and Salvador have always been there and made my stay at the building feel like a Resort. I got the level of service I expected, if a problem arose it was fixed within a day or two. Also, the staff and management whom live there know you by name and wave a friendly Hi when passing you by which is a nice but rare commodity in LA. Overall, my time at the The Woodmere which is what it was called back then then before the name change to 3700 Sepulveda, was a very pleasant one.  No tenant horror stories from me, just a person sad to have to go but such is life. Overall, I am grateful for my time there, they made being a tenant too easy.. Everything always works or it gets fixed right away.","Culver City, CA",0,6,1,0
12/23/2020,Daliah E.,-1,5.0,"I lived there for 5 years and recently left for grad school. I enjoyed my time there greatly. The apartment complex is very well-mainted and maintenance needs are taken care of very fast.

The manager Goker and the staff have always been really friendly and caring. They are here to help 24/7 and I believe this was the biggest pro living at 3700 Sepulveda.

Gym and pool are always clean and well-maintained. Apartment building is extremely close to grocery stores like CVS, Trader Joe's, Ralphs etc. Moreover, the apartment building is in great location by being close to hot spots like Venice Beach, Abbot Kinney, Culver City, Westwood, Santa Monica and so on. I also find its location very practical for students at SMC and UCLA as a former student. Oh, also the airport! I think it is the great to be able to arrive LAX fast considering the LA traffic. The building also has closed parking lot that I treasure the most, and security is always around 24/7.

I recommend living at 3700 Sepulveda if you're looking for a family-friendly and peaceful place. This place helped me feel at home when I first came to LA, and I am sad for leaving. Hopefully, will be back soon!","Los Angeles, CA",0,3,N/A,0
12/10/2020,Kevin P.,-1,5.0,Just a great experience.  Close enough to the ocean but everything you want right at home.  Pickle ball to a fitness center.  Outdoor grilling to the hot tub and pool.,"San Francisco, CA",0,10,N/A,0
8/21/2020,Kristy S.,-1,5.0,"This is the first building I have lived at that continues to make improvements. I've been here almost 6 years and the transformation is pretty incredible. They are in the process of updating apartment interiors which is a tedious task which can cause noise during the day, but all the property upgrades are worth it.

Amazing pool, great BBQ/pool area, outdoor rec area, awesome gym and business center. Of course covid has changed all of our lives and working from home with daytime construction noise is tough, but life goes on and at the end of the day this is a great place to live.","Los Angeles, CA",84,9,1,0
10/12/2016,George I.,-1,5.0,"I had to move out due work relocation. I really enjoyed living in a very  clean place. The management team was very professional,effective and quick on work orders. Location of the building is unbeatable. My balcony got little dusty from the traffic outside but it was well worth of living there. I highly recommend anyone looking for a great place to live. Good luck on your apartment search.","Los Angeles, CA",0,1,N/A,0
7/7/2021,Kristen T.,-1,5.0,"Moved into these apartments June 1st everything has been amazing so far, the moving in process was very quick and simple and the staff are all very hip and nice. So far every resident are super welcoming and everyone says hello to each other. The 24/7 gym and dog run have been very useful as well as the Amazon grocery store. Apartment is extremely safe and secure and practically brand new! Also love the roof top view of the 360 city view. Stan and Danny rock!","SoMa, San Francisco, CA",0,3,3,0
3/9/2021,Mona D.,-1,5.0,"All of the Resident Specialists &  Team/Staff are absolutely helpful and kind.  Extremely informative, they keep the community engaged and the amenities are awesome.","San Francisco, CA",0,2,N/A,0
8/20/2020,Joseph G.,-1,5.0,My gf and I went all around WeHo and NoHo looking at places for later this year. We found  L and o after looking at the high rise building Noho14. We could have gotten a 10th floor apartment there for around $3400 but we didn't like the vibe of the people there. We don't want to compromise on service attitude anymore. We drove all the way from Covina and Denny helped us right away and even though it was already 5pm he took us for the tour. We were shocked at how sincere he was. We Forgot our masks and he had extra brand new ones to give us. Bonus: he gave us KitKat bars chips and sparkling water Lol! Denny took the time to show us a bunch of units and didn't mind my gf changing her mind a lot. He even had a tape measure handy. We're extremely into fitness and the biggest thing we can't wait for is their huge gym. It will be open 24hrs and even has Olympic bumper plates and deadlift rack. Insane. Looking forward to moving here this winter.,"West Covina, CA",107,1,N/A,0
8/14/2020,Christian M.,-1,5.0,"I haven't logged in a minute but felt the need to because the staff here doesnt deserve the negative review that has nothing to do with them (we love you Stan the man!). we're between moves staying with family and will be moving here in September and have been watching this place get built over the last year. Theres a Whole Foods opening downstairs and that was the main draw in for us besides hating our current management situation. Look all the buildings around here are essentially the same but for us after staying at noho lofts and going through management changes, were done compromising on bad attitudes and walking on eggshells. From the time we called until signing paperwork stan and the team members there have been insanely helpful and nice. Stan felt like an instant friend or even family. Their pool on the roof and huge gym center is super sick too. Were excited nd hope its not just smoke and mirrors with the customer service but from what we can tell, it feels like boutique customer service already and their concierge guy in a nice suit even personally walked us to the office because we were confused. September 21st moving day cant come soon enough.","Los Angeles, CA",60,58,5,0
11/17/2017,Sherri L.,-1,4.0,"The Villa Del Mar in LA staff was very professional, check in and check out was very fast and easy, apartments clean, quiet and nice. The place was cozy. Very nice &modern. We are recommending this place strongly :)","Los Angeles, CA",2,3,N/A,0
8/10/2013,Chris L.,-1,5.0,So Happy I moved here the customer service was great and the place is kept up very nice i thought this was only going to be a year long move but i think i just might stay longer. If you looking to move down this way this is where you might want to check out,"Venice, CA",0,4,N/A,0
11/19/2020,James W.,-1,1.0,"Definitely NOT what they are advertising on the website and their ads. I guess during the pandemic standards are being ignored just to make their bottomline. Smoke and Marijuana is everywhere. Apartments are not built well, constant creaking and cracking. You can hear your neighbors upstairs, outside and next door. Plus it is right next to fire station so be prepared to hear sirens all throughout the night and day.","Los Angeles, CA",0,1,N/A,0
5/24/2020,Justin R.,-1,1.0,"Mack Property group is a disgrace to all business best practices. This group embodies the worst parts of capitalism.

We sent a request to Aven asking for rent compensation since our amenities have not been open for over two months. We received this response, which echoes the ethos of this company. I finally feel compelled to speak up.

As a business owner and customer, the letter attached is not just a little inappropriate but HIGHLY inappropriate to reference the financial balance sheet of Mack Property as an excuse to why they have poor customer experience and expect the residents of AVEN to subsidize their financial losses.

I do not care that Mack Property group is experiencing increased operating expenses and a loss of of revenue in the face of COVID-19. Mack Property group, like every other business, needs to access debt/equity markets to shore up their debt, ensure a quality product, and/or reimburse residents for their losses.

It is not my job as a consumer to absorb the risk of the capitalists (Mack Property mackredev.com and AECOM Capital aecom.com/aecom-capital) who took the risk to make an investment in Aven and other residential communities. I am not seeing any upside appreciation of my money (as many of us are currently experiencing) so I do not think that I, or anyone at AVEN, should be subsidizing the loses of this business or any business for that manner.

If Mack Property group wants to act as strong leaders they will be forthcoming in how they are going to alleviate these problems their consumers are experiencing. And pay us back.

I honestly would show more sympathy for this company if they were forthcoming, but they are not and business owners/investors like this need to be washed out so that we can have better owners/investors with better values, leadership, and financial discipline. If they can't make this right, then they should file for Chapter 11 bankruptcy and take responsibility.

It is companies like this, that have driven a whole generation to hate businesses and free-enterprise. It is disgusting to watch and give my money to this organization.","Manhattan, NY",196,6,1,0
10/29/2019,Bree N.,-1,1.0,"Stars shouldn't be the only thing an incompetent apartment building can receive. How about the ""middle finger?"" I don't write reviews...period EVER because I find them to be a total waste of time. However, I had to announce the scum bag employee Merci Lim. She claims to be a Leasing Director I guess to appear relevant but when you call the owners in Boston, they say she's just a leasing consultant. Either way tomatoe/tomato...Merci called my cell with mis-information regarding an approval for me to move in. The conversation began with me requesting that my information be re-evaluated because the way the apartments approve and deny applicants is totally computer generated. Meaning it can be overridden by an actual human-being! Irregardless of property standards, their standards are too high for the poor quality of employees. Whether they say they can't or not, everything in life can be negotiated! Ask ANY entrepreneur or great business owner. I was approved with an additional deposit. Everyone who lives in the state of California knows it is very difficult to find a suitable place to lay your head. With crime at it's most high and the amount of money required to be safe is utterly ridiculous. Aven requires your first born child and a kidney just to rent a studio. I don't care how nice a building looks inside or outside nor do I give a rats ass about it's amenities, if I'm not going to own it later or if it doesn't pay me equity then its temporary BS. Now back to the original reason for this truthful post, Merci Lim is a demon from the pit of hell. No one should sign a 2,4,6,8,12,nor 24 month lease term on anything there with an individual like her on property. If it's hard to get approved it could be a sign that you're going to have a thorn in your ass, so I went with my gut and pulled my deposit. Not to mention all of the employees who live on-site as well just to get discounted rent. The units that they occupy could be rented to external residents that can pay more! So there you have it...more income out the door! Merci, flat out told me that ""I would be denied"" before she even collected all of the paperwork requested in order to move forward. She blatantly violated the ""Fair Housing Laws."" What kind of jack ass would do such a thing? Her job is to make sure that the apartment building is 100% leased! I was clearly a qualified candidate already with just a matter of bringing in paycheck stubs! Not deny future residents over the phone with your opinions without clear facts or documentation in front of you to make clear judgment! Merci needs to find another job. She's obviously NOT qualified to handle any situation in a professional and effective manner. If a tenant came in and reported this type of behavior to me, it would be grounds for termination of employment! I would not put up with that sh*t! Every person who has a title (i.e. director, manager, supervisor) don't always mean they're qualified or intelligent enough to handle the job given. I look at it like this, I always tell my money what to do, so if I am not treated with the respect that I am due, then you and your company can kiss my ass! No business from me, my friends, family, colleagues, acquaintances, etc. It only takes a minute to report bad businesses. I'm sure H.U.D. and the California Dept of Fair Housing would love to see another case on their desk in the morning. In addition to the BBB and any other web-based method to report a complete idiot. According to her LinkedIn profile she only stays in a leasing role for 1 year at most. Which speaks loudly to me as a Manager, she's a job hopper and she keeps a very un-attractive tenure with a lot of her previous companies. This clearly shows me as I thought from the very beginning...she's obviously NOT WORTH KEEPING! I will continue pursue further action against Merci Lim until the proper action is taken!

Thank you for reading and stay tuned...

P.S.) Instead of one star, I give this hell hole a two ""THUMBS DOWN!"" There are PLENTY of Tall buildings in DTLA, that makes this crap look like a one-story! Keep looking and don't waste your time.

Aven Employees: Please don't act like you care and respond with a ruthless apology because it won't be accepted! Have Paul Chambers call me when he's ready to discuss how he can find a new ""so-called"" Leasing Director!","CA, CA",0,1,N/A,0
2/23/2019,Corey W.,-1,1.0,Will follow up soon with more info.,"San Francisco, CA",0,5,N/A,0
7/2/2020,Yu Yan C.,-1,2.0,"So first we're promised credits for shutting down the amenities and now are given none as the management ""NEVER ANTICIPATED the length of these closures to span nearly three months""??? I am sooooo confused considering the amenities started to reopen on May 28 which aligns with when Aven DID ANTICIPATE reopening:

""Information regarding account credits for the reduction of amenity use will be assessed once these spaces are safe to re-open. At this time, we anticipate that being around mid-May.""

Given that some of the residents have lost their jobs, a small reimbursement is the least AVEN could do to support its community. Not to mention, the amenities is why the housing costs in this building are so high in the first place. HUGE DISAPPOINTMENT!!!! Oh well...By saving on credits MACK properties will probably spend even more on getting people back.

If you still consider to invest in Aven, please know:

- Amenities are shared with a building next door (Grand Loft) which was never mentioned when signing the lease
- Cheep squeaky floors inside the units
- Dryer is a complete disaster, have to run 3 times for a single load
- Utility bills - water costs are split between all residents and the electricity meter has been broken for the past couple of months so when you're out of town, don't be surprised if the bill is still high","Los Angeles, CA",5,5,2,0
9/5/2019,Social M.,-1,2.0,"The building has so many amenities and is trying to offer all these perks but cant even manage to get additional Fobs/Keys for Residents. If you have maids or Dog sitters coming regularly you have to leave your own fob at the front desk and pick it back up. Which without a fob you cant even get into the building so you have to wait until somebody at concierge is at the front and wait until they are free to give you a key AND find parking in front of the building just to pick up your own house key and you cant even park your car in the Garage since you cant get into the Building trough the garage without keys.  Is it that hard to have a copy of your keys at concierge and an acknowledgement from the tenant to have set times when a spare key is needed like any other building?
Instead of being rude about the situation and having a normal conversation trying to figure out a way they just say "" this is how it is"" and "" add the dog walker to your lease"" . You guys can do better!","San Francisco, CA",0,1,N/A,0
8/11/2020,South Park R.,-1,4.0,"As someone who lived here for 16+ months, I thought I would provide an honest mention of issues that many reviews haven't touched on, especially the early 5-star reviews because keep in mind--AVEN will give back the cost of your application when you leave a review before signing, which is a bit unfair because of course people will say yes to that yet their review would only be based on the ""wow"" factor of seeing all the amenities and not on the actual living experience.

1. FIRE ALARM TESTING. We just got another email that prompted me to write this review. AVEN is a new building with vacant ground floor tenant spaces so what does that mean? Construction, fire inspections + ALARM TESTS. If you don't think it'll be that bad I've attached a pic of some emails we've received about testing, and that's not all of them. Though now we're in COVID times and lots are WFH, I can't imagine having gone to work this past year knowing my dog is home alone during all-day fire alarm testing. Not to mention staying at home with an infant or young child. Keep in mind that AVEN doesn't have control over how often the fire inspections/alarm tests will take place--that's up to how well the tenant does at clearing & passing all the fire code requirements, and that's not easy to do with a brand new restaurant space. AVEN themselves will admit that they can't really control it and can only hope the tenant does their best on the inspections. I imagine that more alarm testing will be going on in the next 4-6+ months, as they've just started construction.

2. GRILL AREAS SMELL LIKE DOG PEE IN THE HEAT. I have to start by saying that compared to other buildings in South Park , AVEN does the ABSOLUTE BEST JOB at washing away dog pee every day. Some buildings on Grand & Hill will make you want to barf just walking by, but AVEN's not like that at all. They hose down both the front entrance sidewalk & dog park every day. HOWEVER, whoever designed the amenity deck put the grills & tables literally right next to the ""dog park"" and dog walkway, which you can see on pictures shared. During the winters I didn't notice this as much but during the summer (which is grilling season!) it's bad. It smells like dog pee while you're grilling & eating. Any heat makes the smell especially unbearable and toward the end of the day is the worst, after a full day of 36 floors of dogs having peed in that area. I've seen residents cursing as they got up from the tables & left from the smell of dog pee.

3. UTILITY BILLS. AVEN has acknowledged and has written to us about our utility bills. Basically, utility bills are based on # of occupants & square footage than on meter reads. If you don't travel much, this might not be a problem but I've seen posts on our community board where residents will go out of town for 2-3 weeks out of a month and their utility bill comes out the same, and this is due to the way utility bills are calculated. I can also attest to this because we used to not run our dishwasher as much to save on water+electricity, but after finding out about this, we went from running it 1-2 times/month to 3-4 times/week and didn't see any increases in our bill. So if you're someone who travels often & doesn't want to pay for utilities you're not using, this is something to consider.

4. FLOOR BOARDS. The pictures of weird floor board placement in other reviews are true--we have 2 floor ""gaps"" in our own apartment. For us they're in our bedroom so guests can't see them, but they're really just a small annoyance where dust and other particles get stuck. More bothersome than the gaps are the floor boards themselves. I'm not sure how to describe them other than they feel like wood without a final coat on them. The floors are not easy to clean and get dirty extremely easily (something to consider if you have kids...or if you just spend a lot of time at home lol). I feel like they might just be of lesser quality in general because I would say after a few months of living here there are areas that ""creak"" when we walk on them now.

5. AMENITIES. If you're planning on moving during COVID, just keep in mind that most of the ""perks"" mentioned in other reviews don't currently apply. Resident events probably won't happen again for another 4-5 months or more, the gym is closed, you can't have family or guests in the amenities, and you have to wear masks when you're at the pool and basketball courts. Yes, there is a security member who will literally patrol the amenity deck every day & ask you to wear one even if you're standing by/sitting in the pool & not full-on ""swimming"" or are playing basketball. I get these are safety measures but just something to keep in mind.

AVEN is definitely a luxurious place to live, but these are a few points to consider before making an ultimate decision.","Los Angeles, CA",0,1,1,0
4/15/2021,Neomal M.,-1,5.0,"My wife and I are new to Aven apartments and we a extremely pleased with their services.
Moving into LA from the East Coast was not easy but we were fortunate to meet Penny Martel (Leasing consultant) who made our transition an ease. She got all the paper work lined up in a timely manner and we were able to relocate to LA as planned without much difficulty.
Penny was always very courteous and professional. Highly recommended.","San Francisco, CA",0,1,N/A,0
3/7/2021,Lizzy A.,-1,5.0,Mahea Leofa was my leasing consultant and she absolutely improved the apartment search for me. She was so welcoming and was very informative. I will be choosing the Aven Apartments for the luxury of the building but also how great Mahea and the entire staff was. This is definitely a place I want to live.,"Los Angeles, CA",0,1,N/A,0
12/9/2020,Edvin S.,-1,5.0,"Just moved in last week, and the process has been nothing but a breeze thanks for my leasing agent Mahea and David at the concierge desk.

They really go above and beyond to provide exceptional service, making you feel right at home!

Special shout-out again to David for helping me during the move-in process as boxes were coming in and out! Thank you!!","Glendale, CA",1,16,6,0
3/29/2019,Roxanne R.,-1,5.0,"Very excited to find out today that my application to AVEN has been approved. AVEN's Leasing office has been super helpful in my transition from San Francisco to Los Angeles. For the location and in comparison to other properties in the area, AVEN's deals are unmatched.

I'm looking forward to moving into the thoughtfully designed, spacious space with plenty of natural light. Additionally, with the electronic entry system I do not have to worry about my safety compared to other rental units downtown.

I'm excited for the new experience and am super appreciative to Arron and Merci for all their help with this transition.","West Hollywood, CA",0,1,N/A,0
3/7/2019,Jose A.,-1,5.0,"Amazing and helpful staff! We worked with Janid and she was really nice and helpful through the whole process.

Great facilities, apartment features and amenities!

We are really looking forward to move in.","Central LA, Los Angeles, CA",0,1,N/A,0
3/2/2019,James P.,-1,5.0,Amazing building!  Can't wait to move in!,"West Los Angeles, Los Angeles, CA",1,11,N/A,0
1/5/2019,Trey H.,-1,5.0,"Absolutely fantastic customer experience, from the quality of the property to the professionalism of the staff. It only takes one walk-through to know that AVEN is the new gold-standard for DTLA apartment living. The leasing office could not be more friendly to us and helpful in our search for a new home. An extremely knowledgable group that really cemented our decision to move in. Awesome stuff!","Downtown, Los Angeles, CA",0,1,N/A,0
1/3/2019,Rowena A.,-1,5.0,"AVEN apartments was a great choice for my husband and I. The location is great and the amenities are AMAZING. The staff at the leasing office was very helpful in assisting us with all of our answers in regards to the apartment. Penny who assisted us, was very helpful and patient. Their team assisted us with moving accommodations which made it that much easier. Overall, the leasing office accommodating us and helping us the whole way made us even more excited to moving in! This apartment complex is definitely worth considering.","Mission Viejo, CA",0,2,N/A,0
5/6/2021,Ket L.,-1,1.0,"SAFETY WARNING! I've been here for 1 month and the elevator already broke TWICE. The very last time, a lady was stuck in the elevator for over an hour!!!! Can you believe it? I am so scared of taking the elevator now and I feel unsafe because you never know when you'll be the next person getting stuck in the elevator.
Other than that, the walls are so thin that when someone else closes their door next door, you can feel the entire floor vibrating. Like they really took some shortcuts in building this apartment.
It is great location though...","Koreatown, Los Angeles, CA",0,1,N/A,0
5/7/2019,Alexis C.,-1,1.0,One of my biggest regrets in life was moving here. Really poor experience. Wouldn't recommend living here to anyone.,"Los Angeles, CA",0,2,N/A,0
5/13/2019,Jazmine W.,-1,4.0,"I moved to Luna on August 1, 2018. The building is nice and new. The young security guy is very nice and observant. He's aware of who lives at the place and who doesn't. There is a team of security men, but they are not all nice! I have two dogs, so one downside is that there isn't any green space on the property for you to walk your pet or for your pet to play. The only other downside is that there isn't a pool. For the price of the place and especially it being new construction, I would think that they'd have a pool. I haven't had any issues since living here, and I feel that Shayne is very responsive and helpful. If you decide to move here, take advantage of the roof top deck (lovely views, BBQ pits, fire pits, TV's). I also love that there is a gym facility on site that it always very clean! I also notice the cleaning staff cleaning very frequently which is a MAJOR plus for me!","Los Angeles, CA",0,1,N/A,0
